"id","source_id","source","type","user_name","created_at","fetched_at","link","image","flagged"
375,"658694573317754900","twitter","tweet","SL100","2015-10-26 13:19:58-04","2015-10-26 13:19:59.242-04","//twitter.com/SL100/statuses/658694573317754881",,
384,"658694586684969000","twitter","tweet","JodyField","2015-10-26 13:20:02-04","2015-10-26 13:20:02.234-04","//twitter.com/JodyField/statuses/658694586684968960",,
408,"658694611867693000","twitter","tweet","GinaGenochio","2015-10-26 13:20:08-04","2015-10-26 13:20:08.08-04","//twitter.com/GinaGenochio/statuses/658694611867693056",,
1115,"5550296508_10154185098846509","facebook","link","CNN","2015-10-31 17:31:01-04","2015-10-31 17:31:40.752-04","https://www.facebook.com/5550296508_10154185098846509","https://external.xx.fbcdn.net/safe_image.php?d=AQB2kWU8Kfjz7VF9&w=130&h=130&url=http%3A%2F%2Fprod.cdata.app.sprinklr.com%2FDAM%2F682%2Fhttp___i2.cdn.turner.com_cnnne-bdfc13b5-0b04-4359-93ae-87f8019a1946-1526779945_p.jpg&cfs=1",
380,"658694581983154200","twitter","tweet","fanega","2015-10-26 13:20:00-04","2015-10-26 13:20:01.067-04","//twitter.com/fanega/statuses/658694581983154176",,
381,"658694582822023200","twitter","tweet","presidentdiary","2015-10-26 13:20:01-04","2015-10-26 13:20:01.257-04","//twitter.com/presidentdiary/statuses/658694582822023168",,
382,"658694584822800400","twitter","tweet","RodfromCranston","2015-10-26 13:20:01-04","2015-10-26 13:20:01.819-04","//twitter.com/RodfromCranston/statuses/658694584822800384",,
383,"658694585258938400","twitter","tweet","herrfurey","2015-10-26 13:20:01-04","2015-10-26 13:20:01.905-04","//twitter.com/herrfurey/statuses/658694585258938368",,
385,"658684215345549300","twitter","retweet","johngary","2015-10-26 12:38:49-04","2015-10-26 13:20:02.685-04","//twitter.com/johngary/statuses/658684215345549312",,
910,"660066241898385400","twitter","tweet","YourPlanExpert","2015-10-30 08:10:30-04","2015-10-30 08:10:33.389-04","//twitter.com/YourPlanExpert/statuses/660066241898385408",,
386,"656525326651162600","twitter","retweet","5Raye64440","2015-10-20 13:40:10-04","2015-10-26 13:20:03.191-04","//twitter.com/5Raye64440/statuses/656525326651162624",,
387,"658694591626002400","twitter","tweet","D_B_Harrison","2015-10-26 13:20:03-04","2015-10-26 13:20:03.262-04","//twitter.com/D_B_Harrison/statuses/658694591626002436",,
388,"658694591219126300","twitter","tweet","Dragging1D","2015-10-26 13:20:03-04","2015-10-26 13:20:03.36-04","//twitter.com/Dragging1D/statuses/658694591219126272",,
272,"658694484230692900","twitter","tweet","EmreUslu","2015-10-26 13:19:37-04","2015-10-26 13:19:37.77-04","//twitter.com/EmreUslu/statuses/658694484230692864","http://pbs.twimg.com/media/CSQnJLKUEAADozJ.jpg",
911,"659464574102442000","twitter","retweet","britishroyals","2015-10-28 16:19:41-04","2015-10-30 08:10:34.133-04","//twitter.com/britishroyals/statuses/659464574102441984","http://pbs.twimg.com/media/CSbi-JXWwAAlmf3.jpg",
392,"658694593702162400","twitter","tweet","jerry25a","2015-10-26 13:20:03-04","2015-10-26 13:20:03.829-04","//twitter.com/jerry25a/statuses/658694593702162433",,TRUE
394,"658694595027574800","twitter","tweet","johnpaull88","2015-10-26 13:20:04-04","2015-10-26 13:20:04.116-04","//twitter.com/johnpaull88/statuses/658694595027574784",,TRUE
395,"658694596822761500","twitter","tweet","DocZeus","2015-10-26 13:20:04-04","2015-10-26 13:20:04.582-04","//twitter.com/DocZeus/statuses/658694596822761472",,
396,"658659507082428400","twitter","retweet","BonitoTV","2015-10-26 11:00:38-04","2015-10-26 13:20:04.806-04","//twitter.com/BonitoTV/statuses/658659507082428417",,
180,"658685902751977500","twitter","retweet","HotFreestyle","2015-10-26 12:45:31-04","2015-10-26 13:19:20.594-04","//twitter.com/HotFreestyle/statuses/658685902751977472","http://pbs.twimg.com/ext_tw_video_thumb/630219089508741120/pu/img/XaefCOE9F2Fiha06.jpg",
393,"655103585722761200","twitter","retweet","LibertyDoctrine","2015-10-16 15:30:40-04","2015-10-26 13:20:03.836-04","//twitter.com/LibertyDoctrine/statuses/655103585722761220","http://pbs.twimg.com/media/CRdlPYAWcAAnAnr.jpg",
402,"658694606935212000","twitter","tweet","rachelstormy","2015-10-26 13:20:06-04","2015-10-26 13:20:06.885-04","//twitter.com/rachelstormy/statuses/658694606935212032",,
406,"658690235568693200","twitter","retweet","DanMartin_cards","2015-10-26 13:02:44-04","2015-10-26 13:20:07.583-04","//twitter.com/DanMartin_cards/statuses/658690235568693249",,
463,"658694663793020900","twitter","tweet","truedynamite6","2015-10-26 13:20:20-04","2015-10-26 13:20:20.474-04","//twitter.com/truedynamite6/statuses/658694663793020928",,
464,"654739915037503500","twitter","retweet","CoupeThaMajor","2015-10-15 15:25:34-04","2015-10-26 13:20:20.74-04","//twitter.com/CoupeThaMajor/statuses/654739915037503490","http://pbs.twimg.com/ext_tw_video_thumb/653598172632100869/pu/img/qD8fO2LvX6NQE1ep.jpg",
465,"658694664652849200","twitter","tweet","SarahPalinDaily","2015-10-26 13:20:20-04","2015-10-26 13:20:20.791-04","//twitter.com/SarahPalinDaily/statuses/658694664652849152",,
466,"658694665315577900","twitter","tweet","PrestonRoberts","2015-10-26 13:20:20-04","2015-10-26 13:20:20.933-04","//twitter.com/PrestonRoberts/statuses/658694665315577856",,
398,"658694603017748500","twitter","tweet","RighT_QueeN","2015-10-26 13:20:05-04","2015-10-26 13:20:06.108-04","//twitter.com/RighT_QueeN/statuses/658694603017748482",,
294,"658693538545344500","twitter","retweet","KaitlinBorck","2015-10-26 13:15:52-04","2015-10-26 13:19:41.777-04","//twitter.com/KaitlinBorck/statuses/658693538545344512",,
399,"658675322196533200","twitter","retweet","GaryLegum","2015-10-26 12:03:29-04","2015-10-26 13:20:06.692-04","//twitter.com/GaryLegum/statuses/658675322196533248",,
400,"658694606234587100","twitter","tweet","SimonMaloy","2015-10-26 13:20:06-04","2015-10-26 13:20:06.827-04","//twitter.com/SimonMaloy/statuses/658694606234587136",,
401,"658694606658379800","twitter","tweet","frontpagebg","2015-10-26 13:20:06-04","2015-10-26 13:20:06.865-04","//twitter.com/frontpagebg/statuses/658694606658379777",,TRUE
560,"658694769980235800","twitter","tweet","Drivs53","2015-10-26 13:20:45-04","2015-10-26 13:20:45.833-04","//twitter.com/Drivs53/statuses/658694769980235776",,
403,"658694606100537300","twitter","tweet","POLITICOMag","2015-10-26 13:20:06-04","2015-10-26 13:20:07.008-04","//twitter.com/POLITICOMag/statuses/658694606100537344","http://pbs.twimg.com/media/CSQnQPDUcAAsRAc.jpg",
404,"658694607354462200","twitter","tweet","lekithbrandon","2015-10-26 13:20:07-04","2015-10-26 13:20:07.06-04","//twitter.com/lekithbrandon/statuses/658694607354462208",,
405,"658694608382218200","twitter","tweet","wadesours","2015-10-26 13:20:07-04","2015-10-26 13:20:07.263-04","//twitter.com/wadesours/statuses/658694608382218240",,
407,"658694609397293000","twitter","tweet","BetancourtNy","2015-10-26 13:20:07-04","2015-10-26 13:20:07.587-04","//twitter.com/BetancourtNy/statuses/658694609397293057",,
429,"658694634315513900","twitter","tweet","jmguardia","2015-10-26 13:20:13-04","2015-10-26 13:20:13.491-04","//twitter.com/jmguardia/statuses/658694634315513857",,
561,"658694771259625500","twitter","tweet","podrobnosti_biz","2015-10-26 13:20:46-04","2015-10-26 13:20:46.167-04","//twitter.com/podrobnosti_biz/statuses/658694771259625477","http://pbs.twimg.com/media/CSQnZ4kWoAAUW6r.jpg",
409,"658694612538650600","twitter","tweet","TimLws","2015-10-26 13:20:08-04","2015-10-26 13:20:08.331-04","//twitter.com/TimLws/statuses/658694612538650624",,
410,"658694614744961000","twitter","tweet","boo42OH","2015-10-26 13:20:08-04","2015-10-26 13:20:08.818-04","//twitter.com/boo42OH/statuses/658694614744961024",,
411,"658694616632287200","twitter","tweet","dgn68260434","2015-10-26 13:20:09-04","2015-10-26 13:20:09.419-04","//twitter.com/dgn68260434/statuses/658694616632287232",,
412,"658694618784079900","twitter","tweet","nyc_health","2015-10-26 13:20:09-04","2015-10-26 13:20:09.749-04","//twitter.com/nyc_health/statuses/658694618784079873",,
417,"658694621921345500","twitter","tweet","mks8864","2015-10-26 13:20:10-04","2015-10-26 13:20:10.635-04","//twitter.com/mks8864/statuses/658694621921345536",,
232,"658683795604951000","twitter","retweet","todayszamancom","2015-10-26 12:37:09-04","2015-10-26 13:19:30.592-04","//twitter.com/todayszamancom/statuses/658683795604951040","http://pbs.twimg.com/media/CSQdbBLWcAQfBOV.jpg",
413,"658694620981936100","twitter","tweet","CNewswire","2015-10-26 13:20:10-04","2015-10-26 13:20:10.257-04","//twitter.com/CNewswire/statuses/658694620981936128",,TRUE
423,"658694625939472400","twitter","tweet","fightingtyranny","2015-10-26 13:20:11-04","2015-10-26 13:20:11.839-04","//twitter.com/fightingtyranny/statuses/658694625939472384","http://pbs.twimg.com/media/CSQnRW-U8AA2Y3k.jpg",
508,"658681470563844100","twitter","retweet","CNNEE","2015-10-26 12:27:54-04","2015-10-26 13:20:32.78-04","//twitter.com/CNNEE/statuses/658681470563844096","http://pbs.twimg.com/ext_tw_video_thumb/658681418642423808/pu/img/BgcReCp_OaE-ex_k.jpg",
509,"655295027145478100","twitter","retweet","MaduVera1","2015-10-17 04:11:23-04","2015-10-26 13:20:32.9-04","//twitter.com/MaduVera1/statuses/655295027145478145",,
510,"658694718243500000","twitter","tweet","stone3u66ha","2015-10-26 13:20:33-04","2015-10-26 13:20:33.581-04","//twitter.com/stone3u66ha/statuses/658694718243500032",,
419,"658694623703920600","twitter","tweet","NewsAboutLife","2015-10-26 13:20:10-04","2015-10-26 13:20:10.979-04","//twitter.com/NewsAboutLife/statuses/658694623703920640",,
420,"658694623280410600","twitter","tweet","mlpenn11","2015-10-26 13:20:10-04","2015-10-26 13:20:11.115-04","//twitter.com/mlpenn11/statuses/658694623280410624",,
912,"660052284257280000","twitter","retweet","shelbydoll1","2015-10-30 07:15:02-04","2015-10-30 08:10:34.375-04","//twitter.com/shelbydoll1/statuses/660052284257280000",,
424,"658694627478917100","twitter","tweet","spezialfunk","2015-10-26 13:20:11-04","2015-10-26 13:20:11.84-04","//twitter.com/spezialfunk/statuses/658694627478917120",,
422,"658680382871752700","twitter","retweet","michaelianblack","2015-10-26 12:23:35-04","2015-10-26 13:20:11.602-04","//twitter.com/michaelianblack/statuses/658680382871752704",,TRUE
426,"658678262017556500","twitter","retweet","folha","2015-10-26 12:15:09-04","2015-10-26 13:20:12.388-04","//twitter.com/folha/statuses/658678262017556480","http://pbs.twimg.com/media/CSQVNd8XAAAE2rF.jpg",
471,"658694672970358800","twitter","tweet","TheBrkNews","2015-10-26 13:20:22-04","2015-10-26 13:20:22.679-04","//twitter.com/TheBrkNews/statuses/658694672970358784","http://pbs.twimg.com/media/CSQiXNFUEAAwkT6.jpg",
472,"658694673888755700","twitter","tweet","sharelinkaja","2015-10-26 13:20:22-04","2015-10-26 13:20:22.967-04","//twitter.com/sharelinkaja/statuses/658694673888755712",,
473,"658694675524513800","twitter","tweet","DTrumpcardSF","2015-10-26 13:20:23-04","2015-10-26 13:20:23.329-04","//twitter.com/DTrumpcardSF/statuses/658694675524513792",,
913,"660066245220302800","twitter","tweet","reaDonaldTrump","2015-10-30 08:10:30-04","2015-10-30 08:10:34.409-04","//twitter.com/reaDonaldTrump/statuses/660066245220302848","http://pbs.twimg.com/media/CSkGv2eUYAAS9UB.jpg",
427,"658694631790661600","twitter","tweet","wadesours","2015-10-26 13:20:12-04","2015-10-26 13:20:12.943-04","//twitter.com/wadesours/statuses/658694631790661633",,
914,"660066246772318200","twitter","tweet","maureen_bur","2015-10-30 08:10:31-04","2015-10-30 08:10:34.578-04","//twitter.com/maureen_bur/statuses/660066246772318208",,
428,"658694634076409900","twitter","tweet","HalesCornersFan","2015-10-26 13:20:13-04","2015-10-26 13:20:13.48-04","//twitter.com/HalesCornersFan/statuses/658694634076409856",,TRUE
431,"658689506527195100","twitter","retweet","DominicScott","2015-10-26 12:59:50-04","2015-10-26 13:20:13.754-04","//twitter.com/DominicScott/statuses/658689506527195136",,
430,"658692622412738600","twitter","retweet","Samstwitch","2015-10-26 13:12:13-04","2015-10-26 13:20:13.594-04","//twitter.com/Samstwitch/statuses/658692622412738560",,TRUE
432,"658694635703935000","twitter","tweet","AshtonCarterJr","2015-10-26 13:20:13-04","2015-10-26 13:20:13.816-04","//twitter.com/AshtonCarterJr/statuses/658694635703934976",,
434,"658379056312950800","twitter","retweet","AdamFraserUK","2015-10-25 16:26:13-04","2015-10-26 13:20:14.024-04","//twitter.com/AdamFraserUK/statuses/658379056312950785",,
915,"660066246814109700","twitter","tweet","ebede_chuka","2015-10-30 08:10:31-04","2015-10-30 08:10:34.606-04","//twitter.com/ebede_chuka/statuses/660066246814109696",,
446,"658694646663483400","twitter","tweet","tomas_antonio","2015-10-26 13:20:16-04","2015-10-26 13:20:16.604-04","//twitter.com/tomas_antonio/statuses/658694646663483392","http://pbs.twimg.com/media/CSQnSoKUAAAUL4X.jpg",
144,"658127913766641700","twitter","retweet","JamilSays","2015-10-24 23:48:16-04","2015-10-26 13:19:14.716-04","//twitter.com/JamilSays/statuses/658127913766641664","http://pbs.twimg.com/media/CSIj1d6VEAAr537.jpg",
433,"658694636433748000","twitter","tweet","kalindafisher","2015-10-26 13:20:13-04","2015-10-26 13:20:14.024-04","//twitter.com/kalindafisher/statuses/658694636433747968",,TRUE
435,"658694636941144000","twitter","tweet","JustinSnyder48","2015-10-26 13:20:14-04","2015-10-26 13:20:14.214-04","//twitter.com/JustinSnyder48/statuses/658694636941144064",,
436,"658694637637361700","twitter","tweet","TodaysNetOffers","2015-10-26 13:20:14-04","2015-10-26 13:20:14.244-04","//twitter.com/TodaysNetOffers/statuses/658694637637361664",,
437,"658694638035865600","twitter","tweet","HOBOCTI_BCI","2015-10-26 13:20:14-04","2015-10-26 13:20:14.414-04","//twitter.com/HOBOCTI_BCI/statuses/658694638035865600",,
438,"658694639810056200","twitter","tweet","CAspeaks","2015-10-26 13:20:14-04","2015-10-26 13:20:14.805-04","//twitter.com/CAspeaks/statuses/658694639810056192",,
439,"658689010701697000","twitter","retweet","rasalom666","2015-10-26 12:57:52-04","2015-10-26 13:20:14.893-04","//twitter.com/rasalom666/statuses/658689010701697024",,
440,"658691966935408600","twitter","retweet","BadassTeachersA","2015-10-26 13:09:37-04","2015-10-26 13:20:14.945-04","//twitter.com/BadassTeachersA/statuses/658691966935408640",,
442,"658694641034903600","twitter","tweet","FredLucasWH","2015-10-26 13:20:15-04","2015-10-26 13:20:15.134-04","//twitter.com/FredLucasWH/statuses/658694641034903556",,
453,"658694651646312400","twitter","tweet","Margee11","2015-10-26 13:20:17-04","2015-10-26 13:20:17.615-04","//twitter.com/Margee11/statuses/658694651646312448",,
474,"658694675675541500","twitter","tweet","AshleeMertens","2015-10-26 13:20:23-04","2015-10-26 13:20:23.345-04","//twitter.com/AshleeMertens/statuses/658694675675541504",,TRUE
441,"658694102423359500","twitter","retweet","JoeHNewYork","2015-10-26 13:18:06-04","2015-10-26 13:20:15.121-04","//twitter.com/JoeHNewYork/statuses/658694102423359488",,TRUE
443,"658694643614425100","twitter","tweet","Politics_Reddit","2015-10-26 13:20:15-04","2015-10-26 13:20:15.672-04","//twitter.com/Politics_Reddit/statuses/658694643614425088",,
916,"660060354253312000","twitter","retweet","thehill","2015-10-30 07:47:06-04","2015-10-30 08:10:35.053-04","//twitter.com/thehill/statuses/660060354253312000","http://pbs.twimg.com/media/CSkBZPmUwAEMxm5.jpg",
445,"658694646051295200","twitter","tweet","Jhoratio","2015-10-26 13:20:16-04","2015-10-26 13:20:16.225-04","//twitter.com/Jhoratio/statuses/658694646051295233",,
347,"658694548466610200","twitter","tweet","amrightnow","2015-10-26 13:19:52-04","2015-10-26 13:19:53.524-04","//twitter.com/amrightnow/statuses/658694548466610176","http://pbs.twimg.com/media/CSQnMNJUEAEY60r.jpg",
917,"660063841699500000","twitter","retweet","BenIgwe601","2015-10-30 08:00:57-04","2015-10-30 08:10:35.317-04","//twitter.com/BenIgwe601/statuses/660063841699500032",,
448,"658694649624694800","twitter","tweet","stlmissouri","2015-10-26 13:20:17-04","2015-10-26 13:20:17.126-04","//twitter.com/stlmissouri/statuses/658694649624694785",,
449,"658694649905721300","twitter","tweet","KrisVC2","2015-10-26 13:20:17-04","2015-10-26 13:20:17.274-04","//twitter.com/KrisVC2/statuses/658694649905721344",,
450,"658657373800763400","twitter","retweet","daringdaenerys","2015-10-26 10:52:09-04","2015-10-26 13:20:17.374-04","//twitter.com/daringdaenerys/statuses/658657373800763392","http://pbs.twimg.com/media/CSQFY-6WIAAZX6S.jpg",
451,"658694651478679600","twitter","tweet","devcode88","2015-10-26 13:20:17-04","2015-10-26 13:20:17.525-04","//twitter.com/devcode88/statuses/658694651478679552",,
452,"658691201508372500","twitter","retweet","BlueSkyNJ","2015-10-26 13:06:34-04","2015-10-26 13:20:17.611-04","//twitter.com/BlueSkyNJ/statuses/658691201508372480",,
1435,"664532134741209100","twitter","tweet",,"2015-11-11 14:56:21-05","2015-11-11 14:56:51.428-05","//twitter.com/undefined/statuses/664532134741209088",,
454,"658694652694933500","twitter","tweet","GeorgeBushGuide","2015-10-26 13:20:17-04","2015-10-26 13:20:17.882-04","//twitter.com/GeorgeBushGuide/statuses/658694652694933504",,
455,"658694652455948300","twitter","tweet","NationalMemo","2015-10-26 13:20:17-04","2015-10-26 13:20:18.074-04","//twitter.com/NationalMemo/statuses/658694652455948288","http://pbs.twimg.com/media/CSQnL2_WUAQQsXO.png",
456,"658692146527141900","twitter","retweet","FortuneMagazine","2015-10-26 13:10:20-04","2015-10-26 13:20:18.653-04","//twitter.com/FortuneMagazine/statuses/658692146527141888",,
458,"658694658554376200","twitter","tweet","Oasis00000","2015-10-26 13:20:19-04","2015-10-26 13:20:19.264-04","//twitter.com/Oasis00000/statuses/658694658554376192",,TRUE
459,"658684805563945000","twitter","retweet","dailykos","2015-10-26 12:41:10-04","2015-10-26 13:20:19.356-04","//twitter.com/dailykos/statuses/658684805563944960",,
457,"658694656771891200","twitter","tweet","yagizefe","2015-10-26 13:20:18-04","2015-10-26 13:20:19.044-04","//twitter.com/yagizefe/statuses/658694656771891200","http://pbs.twimg.com/media/CSQnTMmWoAAM1kl.jpg",
1436,"664532135550677000","twitter","retweet",,"2015-11-11 14:56:22-05","2015-11-11 14:56:51.42-05","//twitter.com/undefined/statuses/664532135550676992","http://pbs.twimg.com/media/CTjdf6SUcAAbdN2.jpg",
1448,"664532131780038700","twitter","retweet",,"2015-11-11 14:56:21-05","2015-11-11 14:56:51.445-05","//twitter.com/undefined/statuses/664532131780038656","http://pbs.twimg.com/media/CTirJ5pWUAA0tiP.jpg",
460,"658694660550869000","twitter","tweet","LaroseGifts","2015-10-26 13:20:19-04","2015-10-26 13:20:19.746-04","//twitter.com/LaroseGifts/statuses/658694660550868992",,
461,"658694661104603100","twitter","tweet","WarOnTheRocks","2015-10-26 13:20:19-04","2015-10-26 13:20:19.805-04","//twitter.com/WarOnTheRocks/statuses/658694661104603136",,
462,"658692406976598000","twitter","retweet","LiberatedCit","2015-10-26 13:11:22-04","2015-10-26 13:20:20.471-04","//twitter.com/LiberatedCit/statuses/658692406976598016","http://pbs.twimg.com/media/CSQlQOoVEAA7Eew.png",
507,"658694714938421200","twitter","tweet","owolabipeter1","2015-10-26 13:20:32-04","2015-10-26 13:20:32.749-04","//twitter.com/owolabipeter1/statuses/658694714938421249",,
1438,"664532134787489800","twitter","retweet",,"2015-11-11 14:56:22-05","2015-11-11 14:56:51.426-05","//twitter.com/undefined/statuses/664532134787489792","http://pbs.twimg.com/media/CTiSzvcWcAACSq6.jpg",
1446,"664532132052779000","twitter","retweet",,"2015-11-11 14:56:21-05","2015-11-11 14:56:51.442-05","//twitter.com/undefined/statuses/664532132052779009","http://pbs.twimg.com/media/CTiRYB7XAAAx2Gb.png",
904,"660063692126457900","twitter","retweet","TheXFactor","2015-10-30 08:00:22-04","2015-10-30 08:10:30.219-04","//twitter.com/TheXFactor/statuses/660063692126457856",,
467,"658694666674503700","twitter","tweet","tctommytgjb","2015-10-26 13:20:21-04","2015-10-26 13:20:21.33-04","//twitter.com/tctommytgjb/statuses/658694666674503680",,
468,"658694669061238800","twitter","tweet","xpartisan1","2015-10-26 13:20:21-04","2015-10-26 13:20:21.71-04","//twitter.com/xpartisan1/statuses/658694669061238784",,TRUE
469,"658694670696890400","twitter","tweet","BlueSkyNJ","2015-10-26 13:20:22-04","2015-10-26 13:20:22.172-04","//twitter.com/BlueSkyNJ/statuses/658694670696890368",,
470,"658694672286666800","twitter","tweet","BeatMendozaLine","2015-10-26 13:20:22-04","2015-10-26 13:20:22.518-04","//twitter.com/BeatMendozaLine/statuses/658694672286666752",,TRUE
918,"660066255374786600","twitter","tweet","TrompoAlDia","2015-10-30 08:10:33-04","2015-10-30 08:10:36.54-04","//twitter.com/TrompoAlDia/statuses/660066255374786560",,
1437,"664532135534043100","twitter","retweet",,"2015-11-11 14:56:22-05","2015-11-11 14:56:51.424-05","//twitter.com/undefined/statuses/664532135534043137","http://pbs.twimg.com/media/CTi_QSHUkAA9qzl.jpg",
265,"658656000258494500","twitter","retweet","SmallBiz4Trump","2015-10-26 10:46:42-04","2015-10-26 13:19:36.221-04","//twitter.com/SmallBiz4Trump/statuses/658656000258494464",,
475,"658694219872235500","twitter","retweet","MidOhioMilitia","2015-10-26 13:18:34-04","2015-10-26 13:20:23.862-04","//twitter.com/MidOhioMilitia/statuses/658694219872235521",,
919,"660066255718752300","twitter","tweet","Algreluz","2015-10-30 08:10:33-04","2015-10-30 08:10:36.627-04","//twitter.com/Algreluz/statuses/660066255718752256",,
920,"660066255735554000","twitter","tweet","TuEnLaNoticia","2015-10-30 08:10:33-04","2015-10-30 08:10:36.793-04","//twitter.com/TuEnLaNoticia/statuses/660066255735554048",,
1133,"273864989376427_1044497925646459","facebook","video","MSNBC","2015-11-01 09:01:26-05","2015-11-01 09:01:43.76-05","https://www.facebook.com/273864989376427_1044497925646459","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDmTPhbO99SKcR3&w=130&h=130&url=http%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2F2015-10-27T11-47-04-466Z--1280x720.video_1067x600.jpg&cfs=1&sx=250&sy=0&sw=600&sh=600",
476,"658694677948842000","twitter","tweet","actrightcom","2015-10-26 13:20:23-04","2015-10-26 13:20:23.884-04","//twitter.com/actrightcom/statuses/658694677948841985",,
477,"658670296744915000","twitter","retweet","WillMcAvoyACN","2015-10-26 11:43:30-04","2015-10-26 13:20:24.019-04","//twitter.com/WillMcAvoyACN/statuses/658670296744914944",,
478,"658694678208884700","twitter","tweet","Italians4Trump","2015-10-26 13:20:23-04","2015-10-26 13:20:24.1-04","//twitter.com/Italians4Trump/statuses/658694678208884736",,
479,"658694679177896000","twitter","tweet","Sievenews","2015-10-26 13:20:24-04","2015-10-26 13:20:24.136-04","//twitter.com/Sievenews/statuses/658694679177895936",,
490,"658694696529584100","twitter","tweet","heraldly","2015-10-26 13:20:28-04","2015-10-26 13:20:28.368-04","//twitter.com/heraldly/statuses/658694696529584130",,
480,"658694681862107100","twitter","tweet","28_10_1928","2015-10-26 13:20:24-04","2015-10-26 13:20:24.795-04","//twitter.com/28_10_1928/statuses/658694681862107136",,
481,"658672890271899600","twitter","retweet","ydoshi13","2015-10-26 11:53:49-04","2015-10-26 13:20:25.705-04","//twitter.com/ydoshi13/statuses/658672890271899648",,
142,"658692595682443300","twitter","retweet","USATODAY","2015-10-26 13:12:07-04","2015-10-26 13:19:14.566-04","//twitter.com/USATODAY/statuses/658692595682443265",,
482,"658694686295494700","twitter","tweet","2ndHott","2015-10-26 13:20:25-04","2015-10-26 13:20:25.862-04","//twitter.com/2ndHott/statuses/658694686295494656",,
483,"658250819217702900","twitter","retweet","PauleyP","2015-10-25 07:56:39-04","2015-10-26 13:20:26.118-04","//twitter.com/PauleyP/statuses/658250819217702912",,TRUE
484,"658694691135856600","twitter","tweet","A2RZOLW","2015-10-26 13:20:26-04","2015-10-26 13:20:27.041-04","//twitter.com/A2RZOLW/statuses/658694691135856641",,
485,"658694692075413500","twitter","tweet","donaldmajebele","2015-10-26 13:20:27-04","2015-10-26 13:20:27.25-04","//twitter.com/donaldmajebele/statuses/658694692075413504",,
921,"660066257077715000","twitter","tweet","huitecouture","2015-10-30 08:10:33-04","2015-10-30 08:10:37.076-04","//twitter.com/huitecouture/statuses/660066257077714944",,
487,"658694693446897700","twitter","tweet","tjd1652","2015-10-26 13:20:27-04","2015-10-26 13:20:27.67-04","//twitter.com/tjd1652/statuses/658694693446897664",,TRUE
501,"658670781514256400","twitter","retweet","Ian56789","2015-10-26 11:45:26-04","2015-10-26 13:20:30.083-04","//twitter.com/Ian56789/statuses/658670781514256385","http://pbs.twimg.com/media/CSQRlbwWwAIN1I8.jpg",
367,"658664874348691500","twitter","retweet","iRejectSlimHoes","2015-10-26 11:21:58-04","2015-10-26 13:19:57.024-04","//twitter.com/iRejectSlimHoes/statuses/658664874348691456",,TRUE
922,"660066260173066200","twitter","tweet","Instzudat","2015-10-30 08:10:34-04","2015-10-30 08:10:37.692-04","//twitter.com/Instzudat/statuses/660066260173066240",,
923,"660066259690737700","twitter","tweet","SunNation","2015-10-30 08:10:34-04","2015-10-30 08:10:37.838-04","//twitter.com/SunNation/statuses/660066259690737665","http://pbs.twimg.com/tweet_video_thumb/CSkGxA1WoAAC7qK.png",TRUE
488,"658694695074320400","twitter","tweet","ArizonaNewslock","2015-10-26 13:20:27-04","2015-10-26 13:20:27.925-04","//twitter.com/ArizonaNewslock/statuses/658694695074320384",,
222,"657527196299358200","twitter","retweet","AngryVoters","2015-10-23 08:01:14-04","2015-10-26 13:19:30.106-04","//twitter.com/AngryVoters/statuses/657527196299358208","http://pbs.twimg.com/media/CSABgCrUEAAykgK.png",
924,"660047673098006500","twitter","retweet","InTheTrendNews","2015-10-30 06:56:43-04","2015-10-30 08:10:38.131-04","//twitter.com/InTheTrendNews/statuses/660047673098006529",,
496,"658654551000506400","twitter","retweet","StrengthenTheUS","2015-10-26 10:40:56-04","2015-10-26 13:20:29.474-04","//twitter.com/StrengthenTheUS/statuses/658654551000506369",,TRUE
498,"658694701697101800","twitter","tweet","Hardline_Stance","2015-10-26 13:20:29-04","2015-10-26 13:20:29.586-04","//twitter.com/Hardline_Stance/statuses/658694701697101826",,TRUE
1439,"664532133365461000","twitter","retweet",,"2015-11-11 14:56:21-05","2015-11-11 14:56:51.43-05","//twitter.com/undefined/statuses/664532133365460992","http://pbs.twimg.com/media/CTi7PV9UkAA7YZp.jpg",
493,"658694699323138000","twitter","tweet","OJSSWS","2015-10-26 13:20:28-04","2015-10-26 13:20:28.942-04","//twitter.com/OJSSWS/statuses/658694699323138051",,
494,"658690944145952800","twitter","retweet","amandacarpenter","2015-10-26 13:05:33-04","2015-10-26 13:20:29.088-04","//twitter.com/amandacarpenter/statuses/658690944145952768",,
495,"658694700203966500","twitter","tweet","A2RZOLW","2015-10-26 13:20:29-04","2015-10-26 13:20:29.165-04","//twitter.com/A2RZOLW/statuses/658694700203966465",,
925,"660066262614204400","twitter","tweet","Latinos4Trump16","2015-10-30 08:10:35-04","2015-10-30 08:10:38.357-04","//twitter.com/Latinos4Trump16/statuses/660066262614204416",,
